# Chemistry involving double ions 
# Rate for S+2 + X comes from: 
# >>refer	rate-coeff	Chen, Gao, & Kwong 2003, PhRvA, 68, 052703 
# branching ratio forming HS+ unknown, for now assume 50% of S+2 reactions form SH+ 
H+,H-=>H,H+,e-:hmrate:2.27e-22:3.1:0. # >>refer	H-	k	Paolo Lenzuni, David F. Chernoff, Edwin E. Salpeter, 1991, ApJS, 76, 759L (table 5) 
H2,H-=>H,H2,e-:hmrate:6.07e-12:2.:19870. # >>refer	H-	k	Paolo Lenzuni, David F. Chernoff, Edwin E. Salpeter, 1991, ApJS, 76, 759L (table 5) 
H3+,H-=>H2,H2:hmrate:2.37e-7:-0.5:0.
H,H2+=>H+,H2*:hmrate:6.4e-10:0.:0. # this process populates v=4,no J information assume into J=0 -> H2s not H2g 
H3+,H-=>H2,H,H:hmrate:2.3e-7:-0.5:0.
H2,e-=>H,H,e-:hmrate:1e-14:0.:51963.
H2*,e-=>H,H,e-:hmrate:1e-14:0.:22953.
He+,H=>HeH+,PHOTON:hmrate:1e-15:0.:0.  # >>refer	heh+	rate	Zygelman, B., and Dalgarno, A. 1990, ApJ 365, 239 
He,H-=>He,H,e-:hmrate:3.7e-12:2.:19870. # >>refer H-	k	Paolo Lenzuni, David F. Chernoff, Edwin E. Salpeter, 1991, ApJS, 76, 759L, Table 5 
He+,H2=>He,H+,H:hmrate:3.7e-14:0.:35. # UMIST  
He+,H2=>He,H2+:hmrate:7.2e-15:0.:0. # UMIST 
He,H+=>HeH+,PHOTON:hmrate:1e-20:0.:0.
HeH+,e-=>He,H:hmrate:1e-9:0.:0.
H3+,PHOTON=>H2+,H:th85rate:5e-13:0.:2.3 # UMIST 
H3+,PHOTON=>H2,H+:th85rate:5e-13:0.:1.8 # UMIST 
H2,H+=>H3+,PHOTON:hmrate:1.00E-020:0:0  # Gay et al. 2011, eqn 55
H2+,H=>H3+,PHOTON:hmrate:1.50E-017:1.8:-20  # Gay et al. 2011, eqn 56
H2+,H-=>H3+,e-:hmrate_exo:2.70E-010:-0.49:-31000  # Gay et al. 2011, eqn 57
